Eviction ID,Address,Neighborhoods - Analysis Boundaries
M152905,200 Block Of Turk  Street,Tenderloin
M152907,1700 Block Of Quesada  Avenue,Bayview Hunters Point
M152903,700 Block Of Hampshire  Street,Potrero Hill
M152878,2400 Block Of Folsom  Street,Mission
M152862,3000 Block Of San Bruno  Avenue,Portola
M152865,900 Block Of Geary  Street,Tenderloin
M152866,300 Block Of Larkin  Street,Tenderloin
M152864,600 Block Of Leavenworth  Street,Tenderloin
M152863,0 Block Of Ledyard  Street,Bayview Hunters Point
M152861,1300 Block Of Bush  Street,Nob Hill
M152860,400 Block Of Fell  Street,Hayes Valley
M152856,1000 Block Of Post  Street,Tenderloin
M152858,1000 Block Of Post  Street,Tenderloin
M152859,1000 Block Of Post  Street,Tenderloin
M152877,200 Block Of Montana  Street,Oceanview/Merced/Ingleside
M152857,1000 Block Of Post  Street,Tenderloin
M152854,0 Block Of Hill  Street,Mission
M152838,1600 Block Of Lombard  Street,Marina
M152852,1500 Block Of Shafter  Avenue,Bayview Hunters Point
M152835,1800 Block Of Page  Street,Haight Ashbury
M152837,1000 Block Of Jamestown  Avenue,Bayview Hunters Point
M152836,0 Block Of Camp  Street,Mission
M152855,0 Block Of Hill  Street,Mission
M152851,0 Block Of Leese  Street,Bernal Heights
M152853,500 Block Of 26th  Avenue,Outer Richmond
M152839,1600 Block Of Lombard  Street,Marina
M152811,100 Block Of Bayview  Circle,Bayview Hunters Point
M152816,0 Block Of Yukon  Street,Castro/Upper Market
M152825,100 Block Of 12th  Avenue,Inner Richmond
M152815,700 Block Of Lakeview  Avenue,Oceanview/Merced/Ingleside
M152822,200 Block Of 3rd  Avenue,Inner Richmond
M152820,300 Block Of Hyde  Street,Tenderloin
M152814,800 Block Of Bush  Street,Nob Hill
M152818,400 Block Of Jones  Street,Tenderloin
M152823,1500 Block Of La Salle  Avenue,Bayview Hunters Point
M152824,100 Block Of 12th  Avenue,Inner Richmond
M152821,200 Block Of 3rd  Avenue,Inner Richmond
M152817,0 Block Of Yukon  Street,Castro/Upper Market
M152812,2200 Block Of Stockton  Street,North Beach
M152819,800 Block Of Oak  Road,
M152813,700 Block Of 18th  Avenue,Outer Richmond
M152876,1500 Block Of Powell  Street,Chinatown
M152807,1300 Block Of Market  Street,Tenderloin
M152808,2000 Block Of 10th  Avenue,Inner Sunset
M152809,2000 Block Of 10th  Avenue,Inner Sunset
M152804,800 Block Of Bush  Street,Nob Hill
M152874,700 Block Of 47th  Avenue,Outer Richmond
M152806,700 Block Of Le Conte  Avenue,Bayview Hunters Point
M152805,2600 Block Of Hyde  Street,Russian Hill
M152875,0 Block Of Lunado  Way,West of Twin Peaks
M152803,800 Block Of Bush  Street,Nob Hill
M152793,300 Block Of Franconia  Street,Bernal Heights
M152802,1300 Block Of Bush  Street,Nob Hill
M152791,300 Block Of Franconia  Street,Bernal Heights
M152792,300 Block Of Franconia  Street,Bernal Heights
M152800,400 Block Of Pacheco  Street,West of Twin Peaks
M152794,0 Block Of Garrison  Street,
M152801,100 Block Of Bertita  Street,Outer Mission
M152779,1900 Block Of Geneva  Avenue,Visitacion Valley
M152795,0 Block Of Garrison  Street,
M152777,0 Block Of Guerrero  Street,Mission
M152776,100 Block Of Duboce  Avenue,Mission
M152611,600 Block Of 29th  Street,Noe Valley
M152775,1900 Block Of California  Street,Pacific Heights
M152774,400 Block Of Hickory  Street,Hayes Valley
M152610,500 Block Of Monterey  Boulevard,West of Twin Peaks
M152769,2500 Block Of 25th  Avenue,Sunset/Parkside
M152772,700 Block Of 20th  Avenue,Outer Richmond
M152773,1400 Block Of Lincoln  Way,Inner Sunset
M152770,1500 Block Of Bay  Street,Marina
M152609,1600 Block Of 19th  Avenue,Inner Sunset
M152771,1600 Block Of Grove  Street,Lone Mountain/USF
M152751,1900 Block Of Washington  Street,Pacific Heights
M152753,0 Block Of Golden Gate  Avenue,Tenderloin
M152750,1500 Block Of 15th  Avenue,Inner Sunset
M152754,0 Block Of Guerrero  Street,Mission
M152768,100 Block Of Duboce  Avenue,Mission
M152752,1400 Block Of 21st  Avenue,Sunset/Parkside
M152755,0 Block Of Guerrero  Street,Mission
M152745,500 Block Of Point Lobos  Avenue,Outer Richmond
M152740,100 Block Of Castro  Street,Castro/Upper Market
M152608,600 Block Of 9th  Avenue,Inner Richmond
M152739,1800 Block Of Post  Street,Japantown
M152760,3300 Block Of 19th  Street,Mission
M152743,1300 Block Of Gough  Street,Japantown
M152744,700 Block Of 20th  Avenue,Outer Richmond
M152742,200 Block Of 9th  Street,South of Market
M152741,600 Block Of Taylor  Street,Nob Hill
M152738,1900 Block Of Vallejo  Street,Marina
M152735,600 Block Of 27th  Avenue,Outer Richmond
M152736,600 Block Of 27th  Avenue,Outer Richmond
M152697,1900 Block Of Vallejo  Street,Marina
M152698,400 Block Of Rolph  Street,Excelsior
M152734,300 Block Of Divisadero  Street,Haight Ashbury
M152699,400 Block Of Rolph  Street,Excelsior
M152695,3500 Block Of Divisadero  Street,Marina
M152607,1800 Block Of Noriega  Street,Sunset/Parkside
M152696,100 Block Of Eureka  Street,Castro/Upper Market
M152692,800 Block Of Broderick  Street,Western Addition
M152693,1700 Block Of Mcallister  Street,Western Addition
M152694,3500 Block Of Divisadero  Street,Marina
M152691,900 Block Of Pierce  Street,Western Addition
M152605,200 Block Of Victoria  Street,Oceanview/Merced/Ingleside
M152606,700 Block Of 39th  Avenue,Outer Richmond
M152690,800 Block Of Pine  Street,Nob Hill
M152604,1700 Block Of Mcallister  Street,Western Addition
M152686,1200 Block Of Grant  Avenue,North Beach
M152684,1000 Block Of Page  Street,Haight Ashbury
M152687,4200 Block Of Mission  Street,Outer Mission
M152685,1000 Block Of Silver  Avenue,Excelsior
M152603,3500 Block Of 17th  Street,Mission
M152682,400 Block Of Hyde  Street,Tenderloin
M152681,600 Block Of Burnett  Avenue,Twin Peaks
M152677,2200 Block Of Jackson  Street,Pacific Heights
M152680,200 Block Of Chattanooga  Street,Noe Valley
M152683,1300 Block Of Kansas  Street,Potrero Hill
M152675,1000 Block Of Chestnut  Street,Russian Hill
M152676,2600 Block Of 22nd  Street,Mission
M152679,600 Block Of Burnett  Avenue,Twin Peaks
M152678,2200 Block Of Jackson  Street,Pacific Heights
M152636,200 Block Of Santos  Street,Visitacion Valley
M152634,2600 Block Of 36th  Avenue,Sunset/Parkside
M152638,1300 Block Of 8th  Avenue,Inner Sunset
M152633,900 Block Of Jackson  Street,Chinatown
M152640,200 Block Of Santos  Street,Visitacion Valley
M152635,400 Block Of Taraval  Street,West of Twin Peaks
M152639,1300 Block Of Pacific  Avenue,Russian Hill
M152637,1300 Block Of 8th  Avenue,Inner Sunset
M152602,2100 Block Of 41st  Avenue,Sunset/Parkside
M152616,200 Block Of Capp  Street,Mission
M152615,200 Block Of Capp  Street,Mission
M152598,2400 Block Of 18th  Avenue,West of Twin Peaks
M152620,0 Block Of Turk  Street,Tenderloin
M152619,0 Block Of Chumasero  Drive,Lakeshore
M152617,700 Block Of Commercial  Street,Chinatown
M152618,1900 Block Of 18th  Avenue,Inner Sunset
M152601,0 Block Of Elsie  Street,Bernal Heights
M152600,600 Block Of Santiago  Street,West of Twin Peaks
M152593,1100 Block Of Ocean  Avenue,West of Twin Peaks
M152588,1300 Block Of Market  Street,Tenderloin
M152594,4300 Block Of California  Street,Inner Richmond
M152586,2000 Block Of California  Street,Pacific Heights
M152595,1300 Block Of 8th  Avenue,Inner Sunset
M152591,900 Block Of Jackson  Street,Chinatown
M152599,3600 Block Of Mission  Street,Bernal Heights
M152590,500 Block Of Ellis  Street,Tenderloin
M152589,1300 Block Of Market  Street,Tenderloin
M152585,1500 Block Of Mason  Street,Chinatown
M152587,400 Block Of 12th  Avenue,Inner Richmond
M152592,800 Block Of Turk  Street,Western Addition
M152573,1200 Block Of 25th  Avenue,Sunset/Parkside
M152568,1600 Block Of Hayes  Street,Lone Mountain/USF
M152575,2300 Block Of Union  Street,Marina
M152596,100 Block Of Highland  Avenue,Bernal Heights
M152597,1100 Block Of Munich  Street,Excelsior
M152567,300 Block Of Staples  Avenue,West of Twin Peaks
M152574,0 Block Of Gough  Street,Hayes Valley
M152572,400 Block Of Castro  Street,Castro/Upper Market
M152570,5300 Block Of Californi  Street,Outer Richmond
M152569,2500 Block Of Fillmore  Street,Pacific Heights
M152571,300 Block Of Jersey  Street,Noe Valley
M152566,600 Block Of Jackson  Street,Chinatown
M152559,200 Block Of Virginia  Avenue,Bernal Heights
M152544,1900 Block Of Bush  Street,Pacific Heights
M152548,1700 Block Of Mcallister  Street,Western Addition
M152537,1000 Block Of Pine  Street,Nob Hill
M152543,300 Block Of Tocoloma  Avenue,Bayview Hunters Point
M152541,800 Block Of Broderick  Street,Western Addition
M152539,0 Block Of Oliver  Street,Excelsior
M152536,1800 Block Of 9th  Avenue,Inner Sunset
M152546,300 Block Of Golden Gate  Avenue,Tenderloin
M152545,1500 Block Of Bay  Street,Marina
M152538,1000 Block Of Pine  Street,Nob Hill
M152547,1400 Block Of Jones  Street,Nob Hill
M152534,200 Block Of North Point  Street,North Beach
M152462,3000 Block Of Divisadero  Street,Marina
M152542,300 Block Of 30th  Avenue,Outer Richmond
M152540,0 Block Of Oliver  Street,Excelsior
M152463,400 Block Of Bryant  Street,Financial District/South Beach
M152535,1800 Block Of 9th  Avenue,Inner Sunset
M152533,2200 Block Of Stockton  Street,North Beach
M152531,1600 Block Of Hayes  Street,Lone Mountain/USF
M152532,0 Block Of 14th  Avenue,Seacliff
M152530,1200 Block Of Lombard  Street,Russian Hill
M152512,1600 Block Of Chestnut  Street,Marina
M152529,1300 Block Of Golden Gate  Avenue,Western Addition
M152515,1700 Block Of Grove  Street,Lone Mountain/USF
M152511,600 Block Of Natoma  Street,South of Market
M152527,1700 Block Of Grove  Street,Lone Mountain/USF
M152513,600 Block Of Natoma  Street,South of Market
M152583,800 Block Of Potrero  Avenue,Potrero Hill
M152528,1200 Block Of La Playa  Street,
M152514,600 Block Of Ofarrell  Street,Tenderloin
M152510,1600 Block Of Chestnut  Street,Marina
M152509,0 Block Of Ceres  Street,Bayview Hunters Point
M152508,2900 Block Of Taraval  Street,Sunset/Parkside
M152460,300 Block Of Madison  Street,Excelsior
M152459,2900 Block Of Pine  Street,Presidio Heights
M152507,100 Block Of Mallorca  Way,Marina
M152521,600 Block Of Francisco  Street,Russian Hill
M152461,4200 Block Of 20th  Street,Castro/Upper Market
M152520,600 Block Of Francisco  Street,Russian Hill
M152458,100 Block Of Page  Street,Hayes Valley
M152494,300 Block Of Turk  Street,Tenderloin
M152493,0 Block Of South Park  Street,
M152519,600 Block Of Francisco  Street,Russian Hill
M152495,0 Block Of States  Street,Castro/Upper Market
M152518,600 Block Of Francisco  Street,Russian Hill
M152487,300 Block Of Serrano  Drive,Lakeshore
M152486,400 Block Of Serrano  Drive,Lakeshore
M152483,200 Block Of Leavenworth  Street,Tenderloin
M152491,500 Block Of Geary  Street,Tenderloin
M152489,1500 Block Of Fulton  Street,Lone Mountain/USF
M152480,200 Block Of Turk  Street,Tenderloin
M152484,400 Block Of Gonzalez  Drive,Lakeshore
M152478,500 Block Of Chenery  Street,Glen Park
M152477,2000 Block Of Folsom  Street,Mission
M152488,300 Block Of Otsego  Avenue,Outer Mission
M152457,2500 Block Of 42nd  Avenue,Sunset/Parkside
M152492,2500 Block Of Sacramento  Street,Pacific Heights
M152505,0 Block Of Niantic  Avenue,Oceanview/Merced/Ingleside
M152479,200 Block Of Turk  Street,Tenderloin
M152506,0 Block Of Niantic  Avenue,Oceanview/Merced/Ingleside
M152456,2700 Block Of Folsom  Street,Mission
M152504,0 Block Of Niantic  Avenue,Oceanview/Merced/Ingleside
M152481,100 Block Of Page  Street,Hayes Valley
M152485,100 Block Of Font  Boulevard,Lakeshore
M152482,3600 Block Of Cesar Chavez  Street,Noe Valley
M152503,500 Block Of Point Lobos  Avenue,Outer Richmond
M152490,2200 Block Of California  Street,Pacific Heights
M152445,1400 Block Of Jackson  Street,Russian Hill
M152452,3000 Block Of 21st  Street,Mission
M152447,2000 Block Of Powell  Street,North Beach
M152455,700 Block Of Vermont  Street,Potrero Hill
M152446,800 Block Of 32nd  Avenue,Outer Richmond
M152453,700 Block Of 39th  Avenue,Outer Richmond
M152443,500 Block Of Point Lobos  Avenue,Outer Richmond
M152442,1200 Block Of Kearny  Street,North Beach
M152454,600 Block Of Silliman  Street,Portola
M152451,100 Block Of Duboce  Avenue,Mission
M152448,1400 Block Of Cabrillo  Street,Outer Richmond
M152444,0 Block Of Bannam  Place,North Beach
M152403,2200 Block Of Mission  Street,Mission
M152400,0 Block Of Bannam  Place,North Beach
M152401,100 Block Of Guerrero  Street,Mission
M152402,2200 Block Of Mission  Street,Mission
M152450,1000 Block Of Hollister  Avenue,Bayview Hunters Point
M152399,900 Block Of Leavenworth  Street,Nob Hill
M152398,1300 Block Of Market  Street,Tenderloin
M152342,1500 Block Of Dolores  Street,Noe Valley
M152389,100 Block Of Fell  Street,Hayes Valley
M152397,1900 Block Of 23rd  Avenue,Sunset/Parkside
M152392,2900 Block Of Harrison  Street,Mission
M152395,2200 Block Of Francisco  Street,Marina
M152393,2600 Block Of 24th  Avenue,Sunset/Parkside
M152391,2900 Block Of Harrison  Street,Mission
M152394,800 Block Of Burnett  Avenue,Twin Peaks
M152390,2900 Block Of Harrison  Street,Mission
M152343,800 Block Of Green  Street,Russian Hill
M152396,2200 Block Of Cabrillo  Street,Outer Richmond
M152388,1200 Block Of 41st  Avenue,Sunset/Parkside
M152449,100 Block Of San Carlos  Street,Mission
M152344,600 Block Of 12th  Avenue,Inner Richmond
M152381,1300 Block Of Union  Street,Russian Hill
M152378,900 Block Of Wisconsin  Street,Potrero Hill
M152335,600 Block Of Shotwell  Street,Mission
M152379,100 Block Of Valley  Street,Noe Valley
M152341,700 Block Of Arguello  Boulevard,Lone Mountain/USF
M152380,300 Block Of San Benito  Way,West of Twin Peaks
M152340,200 Block Of Russia  Avenue,Excelsior
M152339,1000 Block Of Florida  Street,Mission
M152382,400 Block Of 15th  Avenue,Outer Richmond
M152375,1200 Block Of 41st  Avenue,Sunset/Parkside
M152330,2000 Block Of California  Street,Pacific Heights
M152347,600 Block Of Guerrero  Street,Mission
M152329,2000 Block Of California  Street,Pacific Heights
M152332,100 Block Of Font  Boulevard,Lakeshore
M152334,1800 Block Of Stockton  Street,North Beach
M152377,400 Block Of Dolores  Street,Mission
M152327,800 Block Of Page  Street,Haight Ashbury
M152328,400 Block Of Persia  Avenue,Excelsior
M152333,1300 Block Of Market  Street,Tenderloin
M152376,500 Block Of John Muir  Drive,Lakeshore
M152331,100 Block Of Font  Boulevard,Lakeshore
M152325,400 Block Of Munich  Street,Excelsior
M152308,500 Block Of Page  Street,Hayes Valley
M152307,500 Block Of Page  Street,Hayes Valley
M152324,400 Block Of Munich  Street,Excelsior
M152310,0 Block Of Moneta  Way,Outer Mission
M152338,2300 Block Of 29th  Avenue,Sunset/Parkside
M152309,900 Block Of Wisconsin  Street,Potrero Hill
M152322,0 Block Of Crestline  Drive,Twin Peaks
M152321,2200 Block Of 19th  Avenue,Sunset/Parkside
M152326,400 Block Of Munich  Street,Excelsior
M152323,1600 Block Of Sutter  Street,Pacific Heights
M152305,1000 Block Of Pacific  Avenue,Nob Hill
M152320,0 Block Of Majestic  Avenue,Oceanview/Merced/Ingleside
M152306,3000 Block Of San Bruno  Avenue,Portola
M152304,600 Block Of Corbett  Avenue,Twin Peaks
M152303,0 Block Of Eureka  Street,Castro/Upper Market
M152319,0 Block Of Majestic  Avenue,Oceanview/Merced/Ingleside
M152289,0 Block Of Church  Street,Hayes Valley
M152288,0 Block Of Church  Street,Hayes Valley
M152291,1900 Block Of Larkin  Street,Russian Hill
M152290,0 Block Of Rudden  Avenue,Outer Mission
M152287,900 Block Of Wisconsin  Street,Potrero Hill
M152337,0 Block Of Bache  Street,Bernal Heights
M152286,1400 Block Of Revere  Avenue,Bayview Hunters Point
M152283,600 Block Of 33rd  Avenue,Outer Richmond
M152107,2200 Block Of Bay  Street,Marina
M152249,700 Block Of Dolores  Street,Castro/Upper Market
M152108,1400 Block Of 47th  Avenue,Sunset/Parkside
M152247,1200 Block Of 41st  Avenue,Sunset/Parkside
M152248,100 Block Of Portola  Drive,Twin Peaks
M152336,1400 Block Of 47th  Avenue,Sunset/Parkside
M152233,100 Block Of Portola  Drive,Twin Peaks
M152237,600 Block Of Vienna  Street,Excelsior
M152106,1300 Block Of 28th  Avenue,Sunset/Parkside
M152234,500 Block Of 26th  Avenue,Outer Richmond
M152246,100 Block Of Tapia  Drive,Lakeshore
M152281,100 Block Of Ellert  Street,Bernal Heights
M152230,5300 Block Of Diamond Heights  Boulevard,Noe Valley
M152231,1200 Block Of 41st  Avenue,Sunset/Parkside
M152229,1900 Block Of Vallejo  Street,Marina
M152228,300 Block Of San Benito  Way,West of Twin Peaks
M152216,100 Block Of Bucareli  Drive,Lakeshore
M152210,100 Block Of Steiner  Street,Hayes Valley
M152219,400 Block Of Serrano  Drive,Lakeshore
M152225,0 Block Of Chumasero  Drive,Lakeshore
M152220,0 Block Of Crespi  Drive,Lakeshore
M152211,500 Block Of Goettingen  Street,Portola
M152212,500 Block Of Green  Street,North Beach
M152223,300 Block Of Serrano  Drive,Lakeshore
M152214,100 Block Of Whipple  Avenue,Outer Mission
M152224,300 Block Of Arballo  Drive,Lakeshore
M152221,200 Block Of Font  Boulevard,Lakeshore
M152226,900 Block Of Prague  Street,Excelsior
M152105,100 Block Of Page  Street,Hayes Valley
M152222,0 Block Of Chumasero  Drive,Lakeshore
M152227,4000 Block Of 19th  Avenue,Oceanview/Merced/Ingleside
M152213,1900 Block Of 18th  Avenue,Inner Sunset
M152218,300 Block Of Arballo  Drive,Lakeshore
M152217,100 Block Of Font  Boulevard,Lakeshore
M152215,200 Block Of Dolores  Street,Castro/Upper Market
M152206,1200 Block Of Lombard  Street,Russian Hill
M152104,200 Block Of Chester  Avenue,Oceanview/Merced/Ingleside
M152202,2000 Block Of Ocean  Avenue,West of Twin Peaks
M152208,1200 Block Of 2nd  Avenue,Inner Sunset
M152204,100 Block Of Whipple  Avenue,Outer Mission
M152207,1200 Block Of 2nd  Avenue,Inner Sunset
M152205,0 Block Of Duboce  Avenue,Mission
M152209,1200 Block Of 2nd  Avenue,Inner Sunset
M152203,2600 Block Of 24th  Avenue,Sunset/Parkside
M152185,500 Block Of John Muir  Drive,Lakeshore
M152183,700 Block Of Union  Street,Chinatown
M152184,800 Block Of Jones  Street,Nob Hill
M152187,1300 Block Of Haigh  Street,
M152103,1000 Block Of Tennessee  Street,Potrero Hill
